{3.120904550403722, 0.5023303634439087} -> 0.09940367733963950262346215348377387576`8.45414254251141
{2.1513794486002062, 0.9418129306737295} -> 1.8831451167782392155`8.455414806037211
{3.123516004923925, 0.9999078538895978} -> 3.1739968089627956691`8.455088486022932
{13.94106101063549, 0.2980921625515822} -> 0
{2.489441903646334, 0.9436333792536578} -> 2.840491337221339107`8.460549522267728
{2.855262588810927, 0.9233159582474635} -> 2.3765679431761020408`8.45580600045028
{4.403706187675905, 0.9988066983232131} -> 3.842510658538209639`8.75342063782838
{10.813188379438436, 0.9908954431673569} -> 7.2978590153457273281`8.761535792773946
{12.08981399536249, 0.901038204502306} -> 4.7409840942528797698`8.753400100498089
{12.971210667079077, 0.943754924429892} -> 5.2797467594371301827`8.754237766457347
{10.249197936303819, 0.9260012224911098} -> 7.2692350344486807765`8.754409138255966
{9.569943348785149, 0.9131047104797987} -> 7.7882552332257432469`8.753229416264224
{7.956266925195489, 0.828238441566898} -> 7.1722436680332397434`8.754252449837077
{7.941023567378732, 0.890190208283062} -> 7.2792822165051382309`8.753809292052503
{10.35195250047428, 0.7473409182864317} -> 5.9715509341944044378`8.754639098584095
{8.949375103233017, 0.9652422499435427} -> 8.6879862983276781306`8.735342337316531
{10.966789835414886, 0.21084926802636694} -> 0
{7.542096872448223, 0.5472201934347403} -> 3.6620659768891569037`8.456020553145958
{8.188442909047147, 0.5498560161708146} -> 4.3934686694759570423`8.452190136256881
{7.0467950909690416, 0.9777777434808084} -> 6.9958057346298600137`8.75283528805163
{12.795730530528598, 0.42198835534500767} -> 0.7943009147655843751`8.454649917778108
{2.9620185743892, 0.3042877382442384} -> 3.0629822362938041413`8.456762209198812
{14.099165737957115, 0.9971822350356798} -> 3.9303136093745482005`8.754744879605164
{11.07560095551203, 0.9144791506238819} -> 6.5150764214734233248`8.754896774823848
{8.019618156444718, 0.957209957568367} -> 7.5600234360726518252`8.757713282497384
{9.736385253132763, 0.9800347407144074} -> 7.7250773554358927229`8.753973854718806
{10.231210457507427, 0.7534794137442986} -> 5.5291584179053397021`8.754208939038323
